"simulationID","time","B._vulgatus","B._uniformis","B._fragilis_spp","B._thetaiotaomicron","B._hansenii","C._ramosum","L._gasseri","E._rectale","B._crossotus","H._parainfluenzae","P._copri","P._melaninogenica","B._adolescentis","E._lenta","F._nucleatum_subsp._nucleatum","C._bolteae","B._longum_subsp._longum","F._nucleatum_subsp._animalis","C._perfringens_S107","D._piger","C._saccharolyticum","S._salivarius","A._odontolyticus","E._siraeum","L._paracasei","B._animalis_subsp._lactis_spp","R._gnavus","C._comes","E._coli_spp","C._difficile","L._lactis","L._plantarum","S._typhimurium_spp","V._cholerae_spp","Count_survivors","Fraction_survivors_correctly_predicted"
1,432,0.0757811602898559,6.18658024502728e-16,5.81874064858754e-05,3.20419375190788e-13,0.0447998053902375,9.37590326661059e-12,3.35695562325278e-19,1.93033365686548e-15,2.54833518279205e-17,2.60518344505804e-15,1.38976241421763e-15,3.68952362383705e-17,0.023265853963646,7.57518919857177e-19,1.50874126244206e-17,2.53666278144338e-17,5.41605181938796e-19,1.71550611650341e-17,0.0542905750244069,0,1.01890776354257e-13,0.112520831149504,0.125993281357622,1.8291339208719e-15,0.0565052550338244,0.00266109869592743,0.0702156430349724,0.101776248510303,0.0553211377337644,3.88810716049274e-06,0.108963827245888,0.074161967252519,0.0599492433319072,0.0337319964621703,4,0.666666666666667
2,432,0.101322504367277,2.24902861758767e-16,0.000150716283893463,7.73693633699899e-13,0.0455263372350564,1.5034291640916e-11,4.74785607177383e-19,2.58366357862798e-15,3.04736086242147e-17,3.40213695213513e-15,2.04610923239603e-15,5.71979878689902e-17,1.27491167454374e-07,1.00073146983229e-18,1.83828992696422e-17,2.87016292631581e-17,1.35487076872795e-18,2.45574811377349e-17,0.0799261489197049,0,0.00586387931020002,0.118748351123258,9.5658614843627e-14,2.52214907664097e-15,0.0501394975508966,0.000844676187393255,0.0887628731946936,0.132912326771824,0.0616653790922749,4.76080811320506e-08,0.162499805980573,0.10378712756253,1.58624344716508e-09,0.0478501997190188,4,0.666666666666667
3,432,0.0921425822813004,1.59016376084389e-15,1.70162026617579e-13,2.77318484683824e-13,0.0834473192729996,1.79061972208155e-09,5.98041115733082e-19,2.35761402295406e-15,4.46278876056952e-17,3.0760678832083e-15,2.11479152350768e-15,1.35078761121077e-16,0.062884954971761,4.93070326523655e-19,3.22382837331562e-17,4.05104852519536e-17,1.58511960359971e-18,3.22713993127477e-17,0.0826162821458227,0,0.00112832679182589,0.0787723510135695,0.000280512129781868,1.94187263062733e-15,0.0632212527451729,2.42933065862952e-10,0.0826068306192339,0.120159895960081,0.0661085999608196,2.89348587832472e-13,0.12042625598492,0.0767946517030511,0.0694101823853579,7.94992784650931e-16,4,0.666666666666667
4,432,0.0885547245777331,1.119423000227e-15,2.17396315652916e-13,8.57116264828738e-13,0.0272165013997871,1.38492317174575e-11,2.61185621784525e-19,2.20905150083041e-15,1.79527883506895e-17,3.10723663886654e-15,2.14259903502952e-15,3.31124882700853e-17,0.0551365967524936,1.01838241839071e-18,1.13223951791955e-17,1.77990199546757e-17,9.47494558441167e-19,1.16644812736412e-17,0.0837095866755388,0,1.05597749285611e-07,0.0954658886469929,0.0988218027430997,1.95974280434457e-15,0.0122427341589164,1.2873525881876e-08,0.0833463280217469,0.121443802060704,0.0575227610968373,1.55619438151731e-09,0.116776742960881,0.0792188517513424,0.0805435591114603,6.27172939276201e-14,4,0.666666666666667
5,432,0.08784785145506,4.87656552109059e-16,0.0542342115110152,4.56098096846766e-14,0.0341456113797103,1.71386806159126e-06,3.45576806447912e-19,2.24024120686351e-15,2.11714189238181e-17,3.04026588168606e-15,2.24839882100472e-15,1.61506663046309e-16,0.00272648663530194,4.73695087580346e-19,1.25446551594599e-17,1.99952368368704e-17,1.11847390428089e-18,1.22443646023384e-17,0.0886460017797718,0,1.88148056815248e-09,0.12412920486547,0.0888713948806572,2.09663264229253e-15,0.00437730430553925,1.24909176251021e-09,0.0832906383799453,0.118768160010713,0.0522757303395804,1.60166921167417e-09,0.125810459347123,0.0828960641645479,0.0519791623372568,7.94859872682956e-12,3,0.5
6,432,0.0931813914112194,1.85785979505257e-15,9.24125082295727e-05,2.65564311059411e-15,4.49914158192439e-14,2.46039377252585e-07,5.57321895860673e-19,2.37659811051787e-15,3.82820787147982e-17,3.24318256436787e-15,1.56175496335945e-15,2.02295018575699e-16,0.0852235762973241,4.41834027243806e-19,2.2961218961677e-17,4.1059610677261e-17,1.99300879031733e-18,2.88380514050748e-17,0.0610048947523797,0,9.18032270141013e-09,0.0802016420649617,0.134401565600862,2.57695085994372e-15,0.0621234376900344,1.32935436235681e-09,0.0846387805619306,0.126688659293902,0.0544241072913982,5.22835377537552e-14,0.0522350853405104,0.101357171583482,0.0641481482218638,0.000278870832735132,4,0.666666666666667
7,432,0.0811707955002288,1.68806269922952e-15,0.0371101899500674,4.45985106863434e-16,2.6613593424671e-15,6.22055356911588e-06,5.13657100504386e-19,2.07215035744119e-15,3.9783708830271e-17,2.82128428762978e-15,2.02599142062279e-15,2.9764043169731e-16,0.0696590089209888,2.67982926640881e-18,2.05603947216264e-17,3.71756768736105e-17,1.33506003319434e-18,2.32963163325576e-17,0.0791404644488892,0,3.22928659987341e-07,0.133746391311329,0.108239217785457,1.88359520213091e-15,0.0493733440205795,1.38357726431645e-15,0.0736917419916032,0.110209976794142,0.0236246455508426,3.46975340387243e-09,0.0990183099380338,0.0747499505133907,0.0601545845371082,0.000104831785341295,4,0.666666666666667
8,432,0.0762781290177651,1.77407866247886e-15,0.0764140911370724,3.10389518301131e-13,0.0386216031289286,1.16695544138913e-07,6.1915556224707e-19,1.94392393411757e-15,2.82367707382838e-17,2.77962514796825e-15,1.81488283777798e-15,1.31560593677509e-16,0.0720619435155238,1.02703775016239e-18,1.42403629061072e-17,2.56414176012177e-17,9.97677139905211e-19,1.23805162449923e-17,0.0709125342133799,0,1.43075812136284e-11,0.0944181358544465,0.0852807438996012,2.16885016885368e-15,0.0540234468276956,4.93036479599091e-08,0.0738878335315025,0.108583016425257,0.0650191271702402,6.79465911432407e-09,0.0124389349250231,0.0877132958098904,0.0698946737586531,0.0144523179765409,4,0.666666666666667
9,432,0.0843266730044089,1.09559717200321e-15,8.10310554723984e-12,9.52768729144135e-12,0.059514034994494,2.93684245528611e-10,4.3496419244502e-19,2.11371791987973e-15,1.97231984627706e-17,2.95497629329611e-15,1.96764047491572e-15,4.8669983644537e-17,0.047185621154031,4.45510650357339e-19,1.23614624581713e-17,1.69240904568165e-17,6.86508202707581e-19,1.31057222665928e-17,0.076949243492861,0,8.79387043720538e-08,0.119260835042984,0.105592191500273,2.2000239195058e-15,0.0627668681821507,0.0108168372895413,0.076078924341452,0.115520190663262,0.00206318155132417,6.5536348290063e-15,0.0708136944836547,0.0917394196441244,0.0769594932125955,0.000412703192806623,3,0.5
10,432,0.0901100474158457,1.48064140655807e-15,0.0682852070647398,2.12041151661213e-12,0.0531953863877356,5.47732818844597e-09,4.66453648229659e-19,2.29066745708654e-15,2.53975138670901e-17,3.10576010255176e-15,1.77599938353826e-15,8.66913070746553e-17,0.0705004644273874,7.07812832908577e-19,1.69096702646076e-17,2.65629628003634e-17,8.53271603738087e-19,1.99587134323761e-17,0.0693969976541255,0,2.19487376994588e-06,0.134065386099635,1.52745586783053e-09,2.3765371358062e-15,0.0352449039991833,0.0292755287398007,0.0826225889765254,0.121389223888279,0.0439172562581728,1.68331603750549e-10,0.0374421236070884,0.0962909790908987,0.0682617041316306,2.09935085875623e-10,4,0.666666666666667
11,432,0.0873534346852924,6.22484962620882e-16,0.0842764334722898,9.30483564732095e-15,0.000287045312072824,6.04207781723019e-08,4.24822898861745e-19,2.21335503832805e-15,2.92795554159111e-17,3.10758018063727e-15,1.99046236838988e-15,1.56080353799554e-16,0.00945065579676083,1.13015435803698e-18,1.44052405032752e-17,2.47468375035363e-17,1.56952506581745e-18,2.80543535888861e-17,0.0777524520912871,0,1.32232217712071e-10,0.0760980422495193,0.121929563600096,2.07380800583807e-15,0.0381507178771683,0.0530170302398841,0.0815330550460506,0.12139486934099,0.0548342936399655,3.25820840191077e-10,0.0430853588334212,0.0820546814816564,0.0607119372281098,0.00807036822658485,4,0.666666666666667
12,432,0.0845078129602525,1.93644885490169e-15,2.409287810103e-10,1.09817190256328e-12,0.0187602769646838,1.55269714326587e-07,4.48122838222389e-19,2.15056258412978e-15,2.37194033929563e-17,2.8810158391252e-15,1.88733624854874e-15,1.34502627466938e-16,0.0841007629214679,1.40262857705747e-19,1.48032207907186e-17,2.13193542006915e-17,1.15042128800047e-18,2.09531928430857e-17,0.0738657991496183,0,7.10620072537791e-09,0.0449044984910658,0.121699748841145,1.89974695709071e-15,0.056285926220994,2.96277857048361e-15,0.0775175338018932,0.112591351395519,0.0544753165245691,2.67121735812873e-08,0.115533124538966,0.0756360059126981,0.0710212142103454,0.00910043873665266,4,0.666666666666667
13,432,0.110760991644692,2.44039073362226e-16,7.69670874209239e-14,1.47381180425238e-14,0.000228113183315595,2.72242214562423e-11,4.71863785966405e-19,2.81481133626497e-15,3.19719812789986e-17,3.76534920670275e-15,2.32247253143703e-15,6.99821896892098e-17,2.65689970088694e-08,2.0414137154931e-20,2.46547991934306e-17,3.16350467956574e-17,1.59558048674306e-18,3.05984863309138e-17,0.0907227001836599,0,8.98515916288972e-09,0.120182943278213,0.125768489622448,2.61065734068722e-15,0.0697522744641809,3.46315783079334e-14,0.0987511289812002,0.147097000532944,0.0693119314423286,1.14422667560031e-08,0.0583769818490333,0.103854619974093,0.00513383599217464,5.8941827931201e-05,4,0.666666666666667
14,432,0.0817558832177941,4.44126633328074e-16,0.0538214874817315,8.29113065625467e-14,0.0650619787088727,1.90339107690886e-09,5.29628350876857e-19,2.08411700200368e-15,2.40975241367317e-17,2.90652864991806e-15,1.40485883836706e-15,7.74085457759015e-17,0.00065051022029121,7.56708538465473e-19,1.06957299188553e-17,2.13695447985332e-17,9.18344654834418e-19,1.81486228322792e-17,0.0645931678288016,0,6.59315807857259e-09,0.106533073579139,0.0732547668643525,2.36412527027208e-15,0.00547956350117603,0.0172875496605793,0.0765806803243538,0.113555779762252,0.0588317012907519,2.16020031856652e-06,0.107553983070583,0.0939025772662857,0.046786787151476,0.0343483413746001,4,0.666666666666667
