"simulationID","time","B._vulgatus","B._uniformis","B._fragilis_spp","B._thetaiotaomicron","B._hansenii","C._ramosum","L._gasseri","E._rectale","B._crossotus","H._parainfluenzae","P._copri","P._melaninogenica","B._adolescentis","E._lenta","F._nucleatum_subsp._nucleatum","C._bolteae","B._longum_subsp._longum","F._nucleatum_subsp._animalis","C._perfringens_S107","D._piger","C._saccharolyticum","S._salivarius","A._odontolyticus","E._siraeum","L._paracasei","B._animalis_subsp._lactis_spp","R._gnavus","C._comes","E._coli_spp","C._difficile","L._lactis","L._plantarum","S._typhimurium_spp","V._cholerae_spp","Count_survivors","Fraction_survivors_correctly_predicted"
1,432,0.0438785389596455,1.90100507654418e-16,0.0788566420485369,0.0472468466676417,5.9217889549564e-07,0.105616449049274,4.44864730462146e-19,1.08205934737025e-15,3.13713564715671e-16,2.03994231489355e-15,1.67546836327522e-15,2.70362874529397e-15,3.63020637472614e-07,3.39506972871615e-19,1.42152855106722e-17,0.000152257316813584,1.58695247259618e-13,1.28810999023577e-17,0.0654504044612279,0,1.89534861129908e-07,0.0675826527248644,0.148493872559961,2.04654686385514e-15,0.0666040688433598,8.12694891560898e-08,0.062651822220807,0.0797332679799311,0.0494005325443186,2.28342817349994e-06,0.0491748426673239,0.0824015621352826,0.0527480843012914,4.64608749527862e-06,8,0.8
2,432,0.0609323966785784,1.70703340656789e-15,0.0574730642756979,3.39552565441484e-14,2.90599090545574e-16,0.108143732580158,4.56927435378072e-19,1.55479868377573e-15,2.95805301466433e-16,4.5739430335344e-15,1.63009780132035e-15,2.7672661533568e-15,0.0666810552882096,1.22106409134228e-18,8.58277760559102e-18,6.59991795387271e-05,8.03676560081873e-14,1.21100822495325e-17,0.0636776712604595,0,0.00230374938921941,0.0588552854897017,0.102571706876558,1.47788160249524e-15,0.0465969286852648,7.36008150212894e-06,0.0567042648971455,0.179334604672534,0.0319851065702492,1.57972038092148e-07,0.046056256495058,0.0591448759280945,0.0593402786231541,0.000125505056708872,7,0.7
3,432,0.0614297655729893,1.38436158749365e-15,0.0615514571318538,0.0840843672117018,3.29077437367183e-07,2.23461198896004e-05,4.24609531877736e-19,1.52891978068889e-15,2.58522490977099e-16,2.41015637938733e-15,1.30767156246039e-15,1.30849611964248e-16,0.119416512433707,1.82891002841712e-19,1.13397475420807e-17,1.32873852039341e-05,7.12486424805622e-14,1.35868991804967e-17,0.0510816336473665,0,0.0496459555091968,0.0598490194292976,0.074528763689755,1.76466021538597e-15,0.0535848077499025,1.48593752309267e-05,0.0561508566873357,0.122944525168593,0.0426842242834326,2.14891628239034e-06,0.0406257872952128,0.0703798311174389,0.0519885387523152,9.83445776884497e-07,7,0.7
4,432,0.076605939299165,3.17404404924402e-15,0.08489464183145,3.44272118269058e-09,7.5508662851618e-05,0.0713279718228569,4.42141236665484e-19,1.85279441070266e-15,2.48111110856713e-17,1.26525099120973e-16,1.20789217288977e-15,1.82238755985738e-15,0.123996112640724,1.32879691891683e-19,1.30054598884899e-17,4.02008102717384e-16,1.291998447034e-13,1.30426515190531e-17,0.047183790950354,0,3.77502235002317e-05,0.0626533993454278,0.158571726471509,2.03364348947036e-15,0.0761792390708969,1.36265971884222e-08,0.0609978446029819,5.76338419103907e-09,0.03089413169222,8.75069353585573e-08,0.0475699745646967,0.0844931781651553,0.0595978655742209,0.0149208147422115,6,0.6
5,432,0.0712783519287655,2.91934702233925e-15,0.090080369041819,0.0360560063906319,0.0358196242014589,0.0452315524780848,5.58387097994154e-19,1.82427603531887e-15,6.40814672433299e-17,6.20947376991085e-17,1.63041532040197e-15,1.1579070784148e-15,0.114054123529982,2.54576580461268e-19,2.5965193638374e-17,2.17405659749342e-14,1.23970601015831e-13,2.00532885620147e-17,0.0636897307954904,0,8.6657596166322e-16,0.0717868003853652,0.159497279906792,1.60036125467702e-15,0.0450610485726604,4.53889616228557e-06,0.0574543023886788,0.00242492603593881,0.0454047048083673,0.000441012877373818,0.0435641717383552,0.0632197753101913,0.0549316802852844,4.28443225271481e-10,8,0.8
6,432,0.0569204481100613,2.9857718050119e-15,0.0772407868915139,0.0545423568389887,0.0703607311037022,0.0665652800890158,5.46911352428511e-19,1.38201258847257e-15,1.56950468619411e-16,7.30895812323386e-17,1.74054594877119e-15,1.69770463960881e-15,0.116664086485728,1.54780217760312e-18,1.40291636929129e-17,8.45878628160236e-10,1.82706434963813e-13,2.18624990297507e-17,0.0679905080349995,0,0.0195178090521011,0.0516549728834985,0.0809236918321938,1.16855471142688e-15,0.0570766258770373,1.03528433715814e-06,0.0593087235363688,0.00285474224262207,0.0424668645353044,1.92478040105303e-08,0.0441366116133,0.0600880507959729,0.0550154393572497,0.0166712153421305,8,0.8
7,432,0.0623910436377139,1.68110126962387e-15,0.057497570761818,0.0140251113523278,0.00993483141026909,0.0522442423267969,5.37205244493394e-19,1.57160870831481e-15,6.79541432288155e-17,1.38328986263059e-15,1.58363771152395e-15,1.33738723716397e-15,0.065676046332612,1.28081044397557e-18,1.00427766833404e-17,8.88711254439315e-13,3.47053847943015e-14,1.47415058800687e-17,0.0618640162464537,0,0.0265588985053633,0.0670265609518701,0.15012691009962,1.55744028926037e-15,0.0578879409957075,3.18510607999688e-07,0.0799192849886302,0.0540584792258214,0.0468846006082605,4.26763887786711e-05,0.0478169838561915,0.0760854938199178,0.0636704508151125,0.00628853916519455,9,0.9
8,432,0.0532709903826621,1.76080536154602e-15,0.0383545102927672,2.31501199245761e-06,3.57535090780589e-11,0.0430485401541228,7.36774123611624e-19,1.3599370081525e-15,2.21628587079879e-16,2.07933156407337e-15,1.60775500946604e-15,1.08331242299999e-15,0.0687835027410877,1.72566112542729e-18,1.59351093773187e-17,5.16266802165561e-08,9.07612103605266e-14,1.9923049513937e-17,0.0628046070256987,0,0.0595434338582147,0.0633993482930331,0.204488844608721,1.52961567608573e-15,0.0471801248906124,9.40925336159772e-05,0.0585146454982152,0.0805792052459454,0.0533444586805662,5.12915768135229e-09,0.0446261317065515,0.0609391142544904,0.0610236319243633,2.44610564846751e-06,7,0.7
9,432,0.0640501508418763,2.79623005511554e-16,6.67555447690372e-08,0.0198053312662601,9.85944290198958e-06,0.0948930400197946,5.10264441590028e-19,1.62139510512153e-15,2.33494246214116e-16,2.16217716090478e-15,1.98732831082398e-15,2.42918551836403e-15,2.4082813653616e-05,1.42614612650352e-18,1.91388074457316e-17,1.41782550714964e-08,4.16514218452117e-14,1.51243195978138e-17,0.0776399499157859,0,0.0218083728172831,0.0843352520045419,0.176903622646284,1.58353566589313e-15,0.0602930260227651,1.21553907576696e-14,0.0670222240849504,0.0844731313546734,0.0413415873633342,2.50039811171124e-07,0.0458773553215247,0.0628876502577617,0.0725247436083151,0.0261102892446185,7,0.7
10,432,0.0635225277797354,1.00702111151502e-15,0.00113112941033665,1.25373216375707e-10,0.0929909257310358,0.0343285574366781,7.39709380709032e-19,1.61969808770497e-15,1.41272529637703e-16,3.40326544889236e-15,2.15273334950915e-15,8.78811031527292e-16,0.0392226355332901,8.12115337703753e-19,3.25431332008232e-17,1.67546148662377e-11,1.84886768167176e-13,2.4867236814452e-17,0.0840914248390851,0,1.03516858568115e-08,0.0845917556618523,0.0806325642387501,1.96823607106227e-15,0.068039435397196,6.63649023226846e-12,0.0678579110448635,0.14147408720066,0.0346393263737062,8.45789451833719e-08,0.0483561050228384,0.0772695199979952,0.081851999252382,3.61064884920676e-15,7,0.7
