"simulationID","time","B._vulgatus","B._uniformis","B._fragilis_spp","B._thetaiotaomicron","B._hansenii","C._ramosum","L._gasseri","E._rectale","B._crossotus","H._parainfluenzae","P._copri","P._melaninogenica","B._adolescentis","E._lenta","F._nucleatum_subsp._nucleatum","C._bolteae","B._longum_subsp._longum","F._nucleatum_subsp._animalis","C._perfringens_S107","D._piger","C._saccharolyticum","S._salivarius","A._odontolyticus","E._siraeum","L._paracasei","B._animalis_subsp._lactis_spp","R._gnavus","C._comes","E._coli_spp","C._difficile","L._lactis","L._plantarum","S._typhimurium_spp","V._cholerae_spp","Count_survivors","Fraction_survivors_correctly_predicted"
1,432,0.0978960313802634,0.0185381150090256,1.47762317480597e-10,1.97586622675499e-12,0.0749893695551626,1.33239906420573e-14,2.05081024100912e-16,2.48652109153438e-15,4.6693419460743e-17,3.1781154078287e-10,0.000507237326197182,3.60468726641532e-17,0.0667889765321595,8.23710286070087e-19,2.53955654461074e-17,4.58251007747891e-17,2.27575189854484e-18,3.80816747214873e-17,0.145456531921406,0,2.94916833517698e-11,0.0810528965230553,0.068241462440391,3.52118176179474e-15,2.99021926487422e-06,0.0400247758668909,0.0309137714404066,0.117642591889116,0.000495413343732416,2.79590947490368e-09,0.0612863664712605,0.137555379057304,0.058608087731296,9.7520869769453e-14,3,0.5
2,432,0.149317622618982,0.175210149855097,2.52112903313241e-05,3.41615786239605e-14,2.48272107971043e-11,1.79891314515151e-14,3.68293311836771e-15,3.78949798571668e-15,2.96197949904705e-17,2.5699062455379e-05,8.95255666732494e-07,2.3128942625942e-17,5.66893260233301e-16,1.2132259812024e-18,1.21007366872842e-17,3.00430682937099e-17,1.50440541558831e-18,3.08165527725442e-17,9.71347536136232e-11,0,5.11954604486778e-13,0.0938796581235868,0.0422252463029126,4.95367603327938e-15,1.308082843252e-05,0.0595395961886876,5.8102878537463e-05,0.119252080938325,0.0811885104718248,8.59929703718376e-10,0.0797623809909205,0.194180018809233,0.00532169911829617,4.6284241634461e-08,3,0.5
3,432,0.0950978422073199,0.00367938191726443,0.0712881329984534,3.19233092270708e-12,0.118604618059989,1.281010081687e-14,5.51939247003193e-17,2.43178876126699e-15,3.99485288883072e-17,9.07606501952515e-07,0.0671351534924156,2.71815947207901e-17,2.85922688757877e-11,1.22753729015635e-18,2.43142690566846e-17,3.72302601604263e-17,1.81214962868472e-18,2.15711293363828e-17,0.0131282529029377,0,0.0705818243444125,0.0815899521589666,0.0803301977206387,3.38631478455399e-15,0.0037172364524223,0.0472985565184326,6.24886675796541e-13,0.0925564559558097,0.0101223078998148,2.60652916224902e-10,0.0643699634337159,0.133600226128345,0.0468989899093832,9.57817529034741e-14,4,0.666666666666667
4,432,0.129061323922928,2.61699370413234e-07,1.72191470792038e-06,1.48753560098352e-12,0.0531741834050942,1.05033583656755e-14,1.22395468963994e-17,3.30381723737057e-15,3.81022354346872e-17,2.35449210672068e-06,0.0735051156097344,2.59019736662471e-17,2.389537284742e-14,8.02608806099504e-19,2.30773255237792e-17,3.87936573466451e-17,1.93347171506782e-18,2.70927289076831e-17,0.0596839653146483,0,0.0304008879288218,0.108135547530376,0.085155055725779,3.75645126249106e-15,0.000204026333112819,9.36075185242839e-16,1.47781895793082e-05,0.127649511244668,0.0590100061196765,2.52678019575384e-08,0.0615976615012533,0.147342292311583,0.065061278310374,3.17685433853242e-09,4,0.666666666666667
5,432,0.0907509048998312,0.0251096814549855,5.52334974574686e-09,1.62425503964609e-12,0.0766948867472091,3.26062558125665e-14,2.89318101406923e-16,2.30743966746588e-15,4.613747522073e-17,2.30018004419527e-13,4.99833818552854e-06,3.34933052497051e-17,0.0525015727871442,8.76594730255467e-19,3.57264669476071e-17,4.31631469468385e-17,2.54149303761254e-18,3.24375149728446e-17,0.019656241621063,0,0.0804090186414498,0.082475895712755,0.185586097621907,2.95058735925778e-15,6.02924710197979e-05,0.0452967383917503,7.70862748749154e-11,0.0853681861801372,0.0418543069217797,2.03599690983977e-10,0.0380876838969253,0.115261544174661,0.060881875152512,6.91807556319972e-08,4,0.666666666666667
6,432,0.105664871959112,0.0274816572854103,4.4131766257858e-16,2.62772211899179e-12,0.0959655599524597,1.90827531949333e-14,4.86047543844575e-16,2.66115305857467e-15,3.96242885139623e-17,1.48062585805601e-10,0.0228410317805047,3.56187266920866e-17,0.0672158985304083,1.22749685103112e-18,2.39476549411658e-17,4.44054109880808e-17,2.13180419637647e-18,2.33460125633176e-17,0.0243414845156091,0,1.13627453736562e-05,0.115643561310895,0.096246352328071,3.00536334659766e-15,3.14545070070969e-05,0.0319981824378205,0.0434192344950758,0.119658492656905,0.0602640134806063,6.28179524811886e-12,0.0511248645588193,0.118974961937658,0.0191170153612656,1.9300437423401e-16,4,0.666666666666667
7,432,0.0833717337748276,0.114345469919683,0.0829886443405782,1.91878744193069e-12,0.0759263928553665,4.67271086536294e-15,2.61129326263089e-16,2.13295025949173e-15,2.00973160464299e-17,7.96858682624176e-09,6.70600480525357e-05,1.46473340751834e-17,0.0404960675486051,1.24011719132551e-18,1.34721879018304e-17,2.22375698942561e-17,8.83238740584657e-19,1.35821522337712e-17,0.0715243697853,0,0.0308395121179572,0.0766036765414094,0.0665115724619267,1.99038620352824e-15,2.4857684253551e-08,0.0326324147474813,0.0429849415622236,0.0975485544614672,0.0348953826998402,0.000110181723017795,0.0231731132784265,0.0783572357666113,0.0476236402423478,3.29667889930794e-09,4,0.666666666666667
8,432,0.103595231388842,0.0445158127402387,0.0685117755432134,3.34157607139678e-12,0.124018877027023,9.77891853196171e-15,1.00346658604832e-15,2.6257791121203e-15,2.94185328605392e-17,1.7298926976248e-11,2.20216368007873e-05,1.99087700382807e-17,0.0263618968879881,8.85803114973873e-19,1.88794407378988e-17,2.92604974525037e-17,8.21863600614083e-19,2.65864867046473e-17,0.0571379630356193,0,0.0417708117525835,0.108926044710195,0.0550317612281118,2.50547065067083e-15,2.21194564056573e-05,4.85798942209081e-14,0.00263538071581805,0.0993174334955808,0.0456025817904851,3.28930307644945e-10,0.0545940032062901,0.0979949042614475,0.0699413807639526,9.76851921487773e-12,4,0.666666666666667
9,432,0.0975994550141044,0.0735611072789862,3.83224008636321e-11,4.19426840676966e-12,0.158637178932926,2.81218473679468e-14,1.76425591665204e-15,2.49819548224219e-15,5.93028102856681e-17,1.42905467482776e-10,0.000539343718409563,4.44972778499447e-17,5.30223189117085e-11,3.2337064194564e-19,4.12519574489956e-17,5.90462573786709e-17,2.29102377365903e-18,3.39248187285969e-17,0.0981944640391188,0,2.56496170651432e-11,0.0946254424339985,0.0843272287713345,2.76173513506894e-15,5.29838436061999e-05,0.0695618486036879,5.97202777449269e-09,0.105917054472671,0.0380779074812315,0.00042229429673086,0.0587417056374949,0.107913068764994,0.0118289104735196,1.02828537805284e-12,4,0.666666666666667
10,432,0.102707071140989,0.062806310275431,0.0656139684861594,2.16545262491415e-12,0.148595132983004,2.08158210451034e-14,1.10469024244445e-15,2.62706909268469e-15,6.13722885928331e-17,2.47260206541425e-11,0.00318409012014492,4.28064519905461e-17,8.19435083533135e-10,1.07323766213408e-19,2.55842540548195e-17,6.94116963502537e-17,2.82090022120629e-18,4.38447364659077e-17,0.064355090125777,0,5.75767198078013e-09,0.0891211455664967,0.0851282444059129,2.67799243086798e-15,9.90756908908578e-05,7.16702623517734e-13,2.34113641538069e-05,0.117293935851285,0.0609026370258219,7.20603583002022e-13,0.0520870292166347,0.104615706980236,0.0434671441613253,2.7313320422601e-13,4,0.666666666666667
11,432,0.106613066863124,3.38194737372256e-08,0.00419317358111093,4.94024807441358e-12,0.187801960869497,1.99240114133152e-14,9.02735685660527e-18,2.728372448356e-15,4.19756626211444e-17,2.31884219395943e-10,2.25021573661313e-05,3.42196881069176e-17,0.054102526933221,1.14829203209663e-18,2.35086174625346e-17,4.53425080756109e-17,2.08273906759759e-18,3.32377872636478e-17,0.00398996725058776,0,0.0819664739495288,0.111976999515595,0.00887037647325813,3.37560593662032e-15,2.88206500404926e-06,0.0286270828806341,3.23867686564551e-07,0.113017010173273,0.062358042391641,1.65137292873789e-07,0.0316288672233512,0.131901286150287,0.0729272584610295,1.88314096778109e-13,3,0.5
