"simulationID","time","B._vulgatus","B._uniformis","B._fragilis_spp","B._thetaiotaomicron","B._hansenii","C._ramosum","L._gasseri","E._rectale","B._crossotus","H._parainfluenzae","P._copri","P._melaninogenica","B._adolescentis","E._lenta","F._nucleatum_subsp._nucleatum","C._bolteae","B._longum_subsp._longum","F._nucleatum_subsp._animalis","C._perfringens_S107","D._piger","C._saccharolyticum","S._salivarius","A._odontolyticus","E._siraeum","L._paracasei","B._animalis_subsp._lactis_spp","R._gnavus","C._comes","E._coli_spp","C._difficile","L._lactis","L._plantarum","S._typhimurium_spp","V._cholerae_spp","Count_survivors","Fraction_survivors_correctly_predicted"
1,432,0.000138973551697959,4.14233733933744e-15,0.020576802688241,1.56672938530907e-13,0.00429507790228163,0.0538769388815519,2.64179982766244e-19,2.92018019907986e-16,1.61021098847589e-17,2.93768709082274e-16,1.38488988716511e-15,1.34918086276281e-15,0.161810069950592,1.04951434695551e-18,8.82057894670774e-18,1.85214400613513e-17,8.41490917148365e-19,1.41932933256268e-17,0.073502392562763,0,0.0757676307417526,0.0996095458610513,0.151435878529373,6.45658750756504e-16,1.73133920478338e-19,0.0428796188222212,0.0710489641587899,0.0110886672413034,0.0629177204111986,1.58547868831265e-07,0.0239345211846733,0.0510269569506681,0.0960897381075075,3.43906300068895e-07,4,0.5
2,432,1.10890964562904e-12,5.07186373419425e-15,0.0759293525426055,4.90655704831488e-13,0.0543215191802255,0.171768623061194,3.57249626986054e-19,8.22715831331855e-17,2.78137857666479e-17,3.91759114503459e-16,2.1991192156101e-15,4.39645527688443e-15,0.198119678946923,1.31672241510382e-18,1.52274657256569e-17,2.54476735859077e-17,1.02485883790239e-18,1.87083221682422e-17,0.10904997609909,0,0.00609766822076245,0.0838327673069052,9.18310018952504e-12,1.26709699817562e-15,1.38049121557894e-18,0.00500085877878853,0.0961107804344825,0.0150351066670803,0.0377693435540319,2.06512732177599e-05,0.0567173688250505,0.0710895866732616,0.0191364453650744,2.73060511748634e-07,4,0.5
3,432,5.00478353959667e-06,4.41549540875778e-15,2.00654289478235e-07,5.16061345517202e-13,0.0645685525769537,0.146965115386054,5.91668631795916e-19,2.3743514562025e-16,2.23145495387713e-17,1.31008693421249e-16,1.28087732742413e-15,3.23274995823879e-15,0.172480380074784,1.06111968955886e-18,1.39072900024749e-17,2.24490660428178e-17,8.9674557563067e-19,1.77542373665633e-17,0.0553587977369771,0,5.6210753210638e-07,0.0992025729552041,0.215936152709449,9.56515421502604e-17,3.67251055397114e-19,3.00813085875333e-08,0.0765873016960937,1.10192451264678e-09,0.0724771806078316,1.12931209168844e-06,0.000127687626652414,6.20915736676726e-08,0.0962892682173553,2.79860144530631e-10,3,0.375
4,432,1.18289791494518e-06,5.74695033241105e-15,0.000133946775815841,3.64383678387198e-13,0.00378922589541892,0.139468814960842,5.50697759481389e-19,2.8389884355727e-16,3.50149574567748e-17,1.45360835787087e-15,2.68693813452276e-15,3.53405320740035e-15,0.224490250123225,3.7434361625542e-19,2.14199429489911e-17,3.84433320858906e-17,1.19463766673077e-18,2.46375181250802e-17,0.112837531519053,0,1.5559881597713e-06,0.131682528742101,0.043644442196159,1.71014832867983e-16,1.50156974097652e-18,0.0384757006102907,0.115715438302739,0.0561842469832542,0.00702224951162658,3.23098667849291e-07,0.0394108037322172,3.30137986379214e-06,0.0871384563997968,8.82474535385181e-10,4,0.5
5,432,8.09405961565893e-06,5.03797719419788e-15,1.19576294853348e-09,1.33238297525569e-12,0.0687650005565611,0.137666353735127,5.57749166414607e-19,3.88124927622823e-16,3.08812455452361e-17,9.20492243258543e-16,1.51642205725051e-15,3.52424333766228e-15,0.196796012129446,5.73717971915257e-19,2.06874737344213e-17,3.54699039265318e-17,1.52669953595552e-18,3.0788754587359e-17,0.058922987408277,0,1.60022322920302e-07,0.114456616006082,0.0653060498401876,3.298426038448e-16,7.2292194532479e-19,3.30587292215582e-05,0.0961934983191374,0.0154946558867138,0.0960323240182695,2.54112507113283e-05,0.0391334132731789,0.000420166797062067,0.110746196770972,7.49428560741141e-15,4,0.5
6,432,1.26904725963881e-09,5.00432690599229e-15,0.0799768023807713,2.06100074189879e-12,0.084405988380063,0.209771755948623,6.19163018179621e-19,1.75851700897781e-16,2.72265777918977e-17,5.37567498248099e-16,1.74256414723826e-15,5.36975825793661e-15,0.195481520478356,1.47284575905615e-18,1.47019565133333e-17,2.68312105723094e-17,9.48047288566688e-19,1.83850357635523e-17,0.0787945812252986,0,9.70648114533849e-07,0.102584102908907,6.00462012623042e-12,2.06692624848498e-16,1.87571565663137e-19,0.0136851450188371,0.0989230464783968,0.00037392713341732,0.0803510637801218,7.35604833305629e-07,3.67311412864877e-09,1.56876741195909e-05,0.0556346673897021,1.97978311021733e-13,3,0.375
7,432,2.64273744887721e-06,3.99411855411088e-15,1.56094775271589e-10,1.15735706040121e-12,0.0541603622304101,0.109641108246771,5.83937802782026e-19,3.11937276457227e-16,3.44958558851042e-17,1.31958370789422e-15,1.71343885874441e-15,2.80681233792992e-15,0.156020256096733,1.33592342431455e-18,1.8543475390592e-17,3.53477157204661e-17,1.67444786073034e-18,2.48948136876444e-17,0.0692416588903223,0,0.000168610436007233,0.103219729720584,0.196850337942314,9.70652188558235e-18,6.43166198992688e-19,2.75633071648622e-11,0.0619575429638415,0.049212623713014,0.0656842531840591,0.00637638703903563,0.0512256936102528,7.42635188857241e-19,0.0762387928882159,1.16165521391243e-10,5,0.625
8,432,2.56508433315643e-05,4.68663962926119e-15,2.02814893453721e-12,1.03254005096652e-13,1.49007853893781e-05,0.117121615198647,3.48090701773277e-19,2.85350268534455e-16,2.13962215989874e-17,9.63336489460846e-17,1.66354633653542e-15,2.99830667574846e-15,0.183071867730169,1.09152832846168e-18,1.19927012045101e-17,2.12956982183215e-17,1.40369103353688e-18,1.84802466037571e-17,0.0871919605027426,0,1.31998175651296e-11,0.105277783321165,0.167766155155706,1.12542177902205e-15,1.01177231808627e-18,9.16733623591595e-07,0.0944213351812312,3.22209595752744e-10,0.0752580051088448,0.00863017028012969,3.04323268813221e-06,0.0638640574786415,0.0973525348687885,3.241351025673e-09,4,0.5
9,432,2.65104200077271e-10,5.26230739900036e-15,6.73376940225682e-12,2.04829421591665e-13,1.21178130236917e-05,0.088395944334944,4.69902666265295e-19,1.25745558616155e-16,3.63799673005298e-17,2.21710926483702e-15,1.87916507080186e-15,2.25842314980328e-15,0.205558957875387,1.19045907161847e-18,2.30056195716349e-17,2.92165059248123e-17,2.05244033806953e-18,2.63991731728153e-17,0.0816510900303791,0,1.07574243551016e-05,0.112417078530995,0.106816535581368,1.23619715853461e-15,2.05961035161861e-18,0.0296759977592866,0.0979317548469071,0.0885297643018021,0.0419507726739035,9.62901108613792e-09,3.04079618610934e-09,0.0702800703576256,0.0767669690379168,2.17649024391483e-06,4,0.5
10,432,3.13452466472372e-05,4.46601773928462e-15,4.18500641045252e-08,1.23589862143607e-12,0.0645494617328174,0.103321526112334,3.72771796449763e-19,2.96250942407622e-16,2.25827107055931e-17,4.47156196798799e-16,1.82154176033326e-15,2.63698627030798e-15,0.174453895718998,5.86257256432162e-19,1.07157046906357e-17,1.66335554058329e-17,7.92312027056008e-19,1.482507438031e-17,0.0871241094897806,0,0.010260227636604,0.0926078149164129,0.136699642218402,6.14614819211997e-16,9.83337824962956e-20,0.0559301504561355,0.0862970435725147,0.000297592290463432,0.0508047081253467,7.38194961306591e-06,3.47701976582535e-06,0.0509526379344191,0.0866589432476838,4.80751464238939e-10,3,0.375
