"simulationID","time","B._vulgatus","B._uniformis","B._fragilis_spp","B._thetaiotaomicron","B._hansenii","C._ramosum","L._gasseri","E._rectale","B._crossotus","H._parainfluenzae","P._copri","P._melaninogenica","B._adolescentis","E._lenta","F._nucleatum_subsp._nucleatum","C._bolteae","B._longum_subsp._longum","F._nucleatum_subsp._animalis","C._perfringens_S107","D._piger","C._saccharolyticum","S._salivarius","A._odontolyticus","E._siraeum","L._paracasei","B._animalis_subsp._lactis_spp","R._gnavus","C._comes","E._coli_spp","C._difficile","L._lactis","L._plantarum","S._typhimurium_spp","V._cholerae_spp","Count_survivors","Fraction_survivors_correctly_predicted"
1,432,5.08262005152671e-10,3.277871529602e-09,1.43067681036145e-09,1.99384689275913e-09,3.48093766741706e-07,2.94941868521427e-09,9.90278394358541e-11,4.16017491831205e-09,6.76625377729282e-09,4.5907308182097e-08,6.22917675798623e-08,2.70808421642286e-09,3.02266344084144e-10,5.22696079296904e-10,3.36230706126372e-09,6.08039594621625e-09,3.10160237058655e-10,4.70765678704843e-09,0.9856880028442,0,7.88844470585308e-10,2.18653738190788e-09,1.74774184720639e-09,2.18303847092573e-09,1.21410769120767e-05,1.66842389862685e-09,9.07639310312104e-10,0.0142988151362278,4.90362960930643e-07,9.12491083827098e-09,5.54761952868085e-10,1.77377635196138e-11,3.39976814149118e-08,1.93043958115139e-09,2,0.153846153846154
2,432,2.32382122567988e-12,2.20377364921283e-11,9.8969633340809e-12,2.14261710442109e-11,1.5283194197445e-08,1.75465121531989e-11,6.60010986572703e-13,2.95432802982882e-11,3.77453219519168e-11,6.71613767832692e-10,2.18302581561092e-10,1.56341750779528e-11,3.14332121611732e-12,2.26118035308539e-12,2.68009007555258e-11,4.06384110264552e-11,1.01893067932568e-12,3.13972177647709e-11,1.74279387955518e-05,0,5.09457053737401e-12,1.3761737388584e-11,2.4132211537189e-12,8.9886660766284e-12,4.1452999328739e-11,4.46189728581839e-12,7.0534880590678e-12,0.99998230358865,2.5081652561643e-07,1.03934204116923e-09,3.39464662653645e-12,4.93232906041766e-14,8.45938885415691e-11,1.02383236637405e-11,1,0.0769230769230769
3,432,4.17231142628844e-17,3.32477040615823e-16,1.26139455752034e-16,5.40347039570505e-16,1.8524024938038e-10,2.77301865761009e-16,4.24597922858773e-18,3.99432402080584e-16,5.71854082750263e-16,1.39202553278738e-14,2.45112730213427e-14,1.96806287251775e-16,2.75687945978277e-17,7.98263280188002e-19,3.59990641406425e-16,4.38571482933228e-16,2.11291637325725e-17,4.06043338239147e-16,0.990820433802679,0,6.44997710573704e-17,1.69327141750668e-16,9.70127684509376e-17,1.34374043247927e-16,1.12382465679648e-14,1.9129957609811e-16,1.0689214376679e-16,0.00917956601172021,7.63045445653161e-15,2.94790131833022e-13,2.44612582944738e-17,1.60700024015001e-18,3.76733712773385e-15,1.34618698927576e-16,2,0.153846153846154
4,432,1.08250261207394e-15,1.16343608450575e-14,4.37786887250542e-15,1.08006343259868e-14,1.3057824760786e-10,1.10863156079573e-14,3.77356215008161e-16,1.62286909771747e-14,1.89467833979599e-14,5.95390319343484e-13,4.97986605583169e-14,7.21387977475621e-15,1.31219727022628e-15,4.36490700370856e-16,1.37111061706674e-14,1.96854289059661e-14,6.26704006393566e-16,1.33857251819283e-14,5.6409827529756e-12,0,2.46950227483748e-15,6.29619539068452e-15,1.35603526901925e-16,6.98452641488797e-15,7.55198613093135e-13,5.85753120636035e-15,3.14314304093616e-16,0.999999999834571,2.00379152294287e-11,7.59548457472085e-12,1.60858585846169e-15,6.04404028983986e-17,1.72444747138205e-14,3.87143055847487e-15,1,0.0769230769230769
5,432,2.18676395390935e-13,2.27509755735484e-12,8.75510096807035e-13,2.44425225989537e-12,1.2247423259007e-08,1.94160799142546e-12,7.25318556531983e-14,3.170871087931e-12,4.42614297174687e-12,7.41111741785711e-11,4.15926789534323e-11,1.47411230179322e-12,2.10846924694404e-13,9.044256037322e-14,1.9903726083822e-12,3.72360485938653e-12,1.62020113154936e-13,2.83782471420865e-12,0.000985339660267842,0,4.70033017573757e-13,1.31302085740352e-12,3.17832632516332e-13,1.20805819490483e-12,4.67860482890034e-11,1.39992539176917e-12,1.14385904925354e-12,0.999014644277284,9.30610293925043e-10,2.66409161605659e-09,2.84951347505528e-13,2.09765965006908e-14,2.49346140291429e-11,8.26039078908363e-13,1,0.0769230769230769
6,432,2.82058731004548e-12,2.26104837939509e-11,8.13061927736013e-12,8.85260237558131e-12,1.8492007464393e-10,1.61805576648562e-11,6.9454630840837e-13,2.28037577086386e-11,3.58168970156518e-11,7.34042929485453e-10,8.25571395633721e-11,1.27214045769538e-11,1.09703323393399e-12,4.71621679535025e-13,2.89867970111998e-11,3.85827883738645e-11,1.91467689652058e-12,2.24349704464505e-11,5.13914425885901e-09,0,4.4394921071133e-12,1.17560495138027e-11,7.37903864461725e-12,1.07060518893476e-11,4.73204799725076e-08,1.70507782517935e-12,1.67422275415733e-12,0.999999940870933,2.95186256818568e-09,4.48121133104437e-10,1.86800835553017e-12,1.91406949241807e-13,1.99982689951511e-09,4.27293921312227e-12,1,0.0769230769230769
7,432,4.78984084706214e-12,3.42768807464699e-11,1.19439030349583e-11,1.45220821721534e-11,5.2237227099293e-10,2.1131319064297e-11,6.82586080224786e-13,4.25510696715112e-11,5.50144206848686e-11,9.01542219597855e-10,1.50268435096535e-10,1.95956935985522e-11,2.57892542608637e-12,6.16213689185663e-13,3.81198066958436e-11,5.16345728975615e-11,2.75895175677503e-12,4.04727548897345e-11,2.05060271849084e-07,0,6.58059089068885e-12,1.82941876657592e-11,1.58798416164247e-11,1.56804175892595e-11,7.84654759637355e-09,7.01540454470104e-12,7.48016872243797e-12,0.999999774786738,6.66251656862602e-09,3.57706431124034e-09,3.66097817106565e-12,2.27885509981193e-14,6.62831303386097e-11,1.10923506816451e-11,1,0.0769230769230769
8,432,5.31983624676613e-12,2.89427963909671e-11,1.32420505976446e-11,2.66436078543177e-11,3.36392344978795e-08,3.07913570982647e-11,1.50834322830568e-12,4.68106761784789e-11,6.26201238021013e-11,2.68068265056579e-10,9.49969655986847e-10,2.53306346541055e-11,4.31148409195747e-12,1.24109320899788e-12,4.1844323074001e-11,6.49542014091108e-11,4.32209144470494e-12,3.46936221223121e-11,0.999989277271342,0,8.14285737676129e-12,2.32200536188072e-11,1.40582192809851e-12,1.82577543416674e-11,9.20213106400906e-11,1.00976882321525e-11,7.6985336536819e-12,1.04289712578721e-05,2.55489544857575e-07,2.53002820402035e-09,5.18674810831498e-12,2.11059187939332e-13,3.10612446778241e-10,1.11241735363891e-11,1,0.0769230769230769
9,432,1.35666346648014e-09,1.16744064209786e-08,4.46054037992658e-09,3.15152637318267e-09,2.03393251560573e-09,7.4388013357158e-09,4.43357268918829e-10,1.46587648358134e-08,1.6499968705195e-08,5.70714186709675e-08,1.64757272199953e-07,6.02706328702352e-09,8.96421789985433e-10,6.58325802805194e-10,1.06450412499744e-08,1.60344586121791e-08,9.39543353415831e-10,1.07317517499644e-08,0.999975277299653,0,2.14538653108475e-09,4.98482762460176e-09,9.8117511306922e-10,5.28116130297745e-09,3.2902759020539e-07,1.08701064185085e-09,6.0355056705261e-09,1.68448337486074e-05,5.97552952397028e-06,1.16130242470742e-06,1.58892502645293e-09,5.8551832906241e-11,5.50238726874892e-08,5.34138561565958e-09,1,0.0769230769230769
10,432,2.04447793062138e-13,1.4148854027723e-12,6.20893112902592e-13,1.24304444571548e-12,3.95436947224398e-10,1.16675091979235e-12,4.23766949489384e-14,1.99002705152344e-12,2.60265769828908e-12,4.4553551062892e-11,8.82376767218882e-12,8.38740099074381e-13,1.0921250832125e-13,9.37141374725195e-15,1.92397458890853e-12,3.35154915559901e-12,7.35990018484308e-14,1.61603469258502e-12,2.26111630349951e-08,0,3.3612686231425e-13,9.41596266651276e-13,8.44052102482773e-13,8.40484700325134e-13,4.56939254337609e-10,4.51183719953905e-13,8.03610883439878e-13,0.999999972771248,3.60864429121655e-09,6.33403427555069e-11,1.45040572776012e-13,2.7088890382009e-14,1.77761964877853e-11,4.78031590558418e-13,1,0.0769230769230769
